,movie_id,title,genres
68,70,From Dusk Till Dawn (1996),Action|Comedy|Crime|Horror|Thriller
69,71,Fair Game (1995),Action
70,72,Kicking and Screaming (1995),Comedy|Drama
71,73,"Mis�rables, Les (1995)",Drama|Musical
72,74,Bed of Roses (1996),Drama|Romance
73,75,Big Bully (1996),Comedy|Drama
74,76,Screamers (1995),Sci-Fi|Thriller
75,77,Nico Icon (1995),Documentary
76,78,"Crossing Guard, The (1995)",Drama
77,79,"Juror, The (1996)",Drama|Thriller
78,80,"White Balloon, The (Badkonake Sefid ) (1995)",Drama
79,81,Things to Do in Denver when You're Dead (1995),Crime|Drama|Romance
80,82,Antonia's Line (Antonia) (1995),Drama
81,83,Once Upon a Time... When We Were Colored (1995),Drama
82,84,Last Summer in the Hamptons (1995),Comedy|Drama
83,85,Angels and Insects (1995),Drama|Romance
84,86,White Squall (1996),Adventure|Drama
85,87,Dunston Checks In (1996),Children's|Comedy
86,88,Black Sheep (1996),Comedy
87,89,Nick of Time (1995),Action|Thriller
88,90,"Journey of August King, The (1995)",Drama
89,92,Mary Reilly (1996),Drama|Thriller
90,93,Vampire in Brooklyn (1995),Comedy|Romance
91,94,Beautiful Girls (1996),Drama
92,95,Broken Arrow (1996),Action|Thriller
93,96,In the Bleak Midwinter (1995),Comedy
94,97,"Hate (Haine, La) (1995)",Drama
95,98,Shopping (1994),Action|Thriller
96,99,Heidi Fleiss: Hollywood Madam (1995),Documentary
97,100,City Hall (1996),Drama|Thriller
98,101,Bottle Rocket (1996),Comedy
99,102,Mr. Wrong (1996),Comedy
100,103,Unforgettable (1996),Thriller
101,104,Happy Gilmore (1996),Comedy
102,105,"Bridges of Madison County, The (1995)",Drama|Romance
103,106,Nobody Loves Me (Keiner liebt mich) (1994),Comedy|Drama
104,107,Muppet Treasure Island (1996),Adventure|Children's|Comedy|Musical
105,108,Catwalk (1995),Documentary
106,109,Headless Body in Topless Bar (1995),Comedy
107,110,Braveheart (1995),Action|Drama|War
108,111,Taxi Driver (1976),Drama|Thriller
109,112,Rumble in the Bronx (1995),Action|Adventure|Crime
110,113,Before and After (1996),Drama|Mystery
111,114,Margaret's Museum (1995),Drama
112,115,Happiness Is in the Field (1995),Comedy
113,116,Anne Frank Remembered (1995),Documentary
114,117,"Young Poisoner's Handbook, The (1995)",Crime
115,118,If Lucy Fell (1996),Comedy|Romance
116,119,"Steal Big, Steal Little (1995)",Comedy
117,120,Race the Sun (1996),Drama
118,121,"Boys of St. Vincent, The (1993)",Drama
119,122,Boomerang (1992),Comedy|Romance
120,123,Chungking Express (1994),Drama|Mystery|Romance
121,124,"Star Maker, The (Uomo delle stelle, L') (1995)",Drama
122,125,Flirting With Disaster (1996),Comedy
123,126,"NeverEnding Story III, The (1994)",Adventure|Children's|Fantasy
124,127,"Silence of the Palace, The (Saimt el Qusur) (1994)",Drama
125,128,Jupiter's Wife (1994),Documentary
126,129,Pie in the Sky (1995),Comedy|Romance
127,130,Angela (1995),Drama
128,131,Frankie Starlight (1995),Drama|Romance
129,132,Jade (1995),Thriller
130,133,Nueba Yol (1995),Comedy|Drama
131,134,Sonic Outlaws (1995),Documentary
132,135,Down Periscope (1996),Comedy
133,136,From the Journals of Jean Seberg (1995),Documentary
134,137,Man of the Year (1995),Documentary
135,138,"Neon Bible, The (1995)",Drama
136,139,Target (1995),Action|Drama
137,140,Up Close and Personal (1996),Drama|Romance
138,141,"Birdcage, The (1996)",Comedy
139,142,Shadows (Cienie) (1988),Drama
140,143,Gospa (1995),Drama
141,144,"Brothers McMullen, The (1995)",Comedy
142,145,Bad Boys (1995),Action
143,146,"Amazing Panda Adventure, The (1995)",Adventure|Children's
144,147,"Basketball Diaries, The (1995)",Drama
145,148,"Awfully Big Adventure, An (1995)",Drama
146,149,Amateur (1994),Crime|Drama|Thriller
147,150,Apollo 13 (1995),Drama
148,151,Rob Roy (1995),Drama|Romance|War
149,152,"Addiction, The (1995)",Horror
150,153,Batman Forever (1995),Action|Adventure|Comedy|Crime
151,154,Belle de jour (1967),Drama
152,155,Beyond Rangoon (1995),Drama|War
153,156,Blue in the Face (1995),Comedy
154,157,Canadian Bacon (1994),Comedy|War
155,158,Casper (1995),Adventure|Children's
156,159,Clockers (1995),Drama
157,160,Congo (1995),Action|Adventure|Mystery|Sci-Fi
158,161,Crimson Tide (1995),Drama|Thriller|War
159,162,Crumb (1994),Documentary
160,163,Desperado (1995),Action|Romance|Thriller
161,164,Devil in a Blue Dress (1995),Crime|Film-Noir|Mystery|Thriller
162,165,Die Hard: With a Vengeance (1995),Action|Thriller
163,166,"Doom Generation, The (1995)",Comedy|Drama
164,167,Feast of July (1995),Drama
165,168,First Knight (1995),Action|Adventure|Drama|Romance
166,169,Free Willy 2: The Adventure Home (1995),Adventure|Children's|Drama
167,170,Hackers (1995),Action|Crime|Thriller
168,171,Jeffrey (1995),Comedy
169,172,Johnny Mnemonic (1995),Action|Sci-Fi|Thriller
170,173,Judge Dredd (1995),Action|Adventure|Sci-Fi
171,174,Jury Duty (1995),Comedy
172,175,Kids (1995),Drama
173,176,Living in Oblivion (1995),Comedy
174,177,Lord of Illusions (1995),Horror
175,178,Love & Human Remains (1993),Comedy
176,179,Mad Love (1995),Drama|Romance
177,180,Mallrats (1995),Comedy
178,181,Mighty Morphin Power Rangers: The Movie (1995),Action|Children's
179,182,Moonlight and Valentino (1995),Drama|Romance
180,183,Mute Witness (1994),Thriller
181,184,Nadja (1994),Drama
182,185,"Net, The (1995)",Sci-Fi|Thriller
183,186,Nine Months (1995),Comedy
184,187,Party Girl (1995),Comedy
185,188,"Prophecy, The (1995)",Horror
186,189,Reckless (1995),Comedy
187,190,Safe (1995),Thriller
188,191,"Scarlet Letter, The (1995)",Drama
189,192,"Show, The (1995)",Documentary
190,193,Showgirls (1995),Drama
191,194,Smoke (1995),Drama
192,195,Something to Talk About (1995),Comedy|Drama|Romance
193,196,Species (1995),Horror|Sci-Fi
194,197,"Stars Fell on Henrietta, The (1995)",Drama
195,198,Strange Days (1995),Action|Crime|Sci-Fi
196,199,"Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964)",Drama|Musical
197,200,"Tie That Binds, The (1995)",Thriller
198,201,Three Wishes (1995),Drama
199,202,Total Eclipse (1995),Drama|Romance
200,203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)",Comedy
201,204,Under Siege 2: Dark Territory (1995),Action
202,205,Unstrung Heroes (1995),Comedy|Drama
203,206,Unzipped (1995),Documentary
204,207,"Walk in the Clouds, A (1995)",Drama|Romance
205,208,Waterworld (1995),Action|Adventure
206,209,White Man's Burden (1995),Drama
207,210,Wild Bill (1995),Western
208,211,"Browning Version, The (1994)",Drama
209,212,Bushwhacked (1995),Comedy
210,213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Drama
211,214,Before the Rain (Pred dozhdot) (1994),Drama
212,215,Before Sunrise (1995),Drama|Romance
213,216,Billy Madison (1995),Comedy
214,217,"Babysitter, The (1995)",Drama|Thriller
215,218,Boys on the Side (1995),Comedy|Drama
216,219,"Cure, The (1995)",Drama
217,220,Castle Freak (1995),Horror
218,222,Circle of Friends (1995),Drama|Romance
219,223,Clerks (1994),Comedy
220,224,Don Juan DeMarco (1995),Comedy|Drama|Romance
221,225,Disclosure (1994),Drama|Thriller
222,226,Dream Man (1995),Thriller
223,227,Drop Zone (1994),Action
224,228,Destiny Turns on the Radio (1995),Comedy
225,229,Death and the Maiden (1994),Drama|Thriller
226,230,Dolores Claiborne (1994),Drama|Thriller
227,231,Dumb & Dumber (1994),Comedy
228,232,Eat Drink Man Woman (1994),Comedy|Drama
229,233,Exotica (1994),Drama
230,234,Exit to Eden (1994),Comedy
231,235,Ed Wood (1994),Comedy|Drama
232,236,French Kiss (1995),Comedy|Romance
233,237,Forget Paris (1995),Comedy|Romance
234,238,Far From Home: The Adventures of Yellow Dog (1995),Adventure|Children's
235,239,"Goofy Movie, A (1995)",Animation|Children's|Comedy|Romance
236,240,Hideaway (1995),Thriller
237,241,Fluke (1995),Children's|Drama
238,242,Farinelli: il castrato (1994),Drama|Musical
239,243,Gordy (1995),Comedy
240,244,Gumby: The Movie (1995),Animation|Children's
241,245,"Glass Shield, The (1994)",Crime|Drama
242,246,Hoop Dreams (1994),Documentary
243,247,Heavenly Creatures (1994),Drama|Fantasy|Romance|Thriller
244,248,Houseguest (1994),Comedy
245,249,Immortal Beloved (1994),Drama|Romance
246,250,Heavyweights (1994),Children's|Comedy
247,251,"Hunted, The (1995)",Action
248,252,I.Q. (1994),Comedy|Romance
249,253,Interview with the Vampire (1994),Drama|Horror
250,254,Jefferson in Paris (1995),Drama
251,255,"Jerky Boys, The (1994)",Comedy
252,256,Junior (1994),Comedy|Sci-Fi
253,257,Just Cause (1995),Mystery|Thriller
254,258,"Kid in King Arthur's Court, A (1995)",Adventure|Children's|Comedy|Fantasy|Romance
255,259,Kiss of Death (1995),Crime|Drama|Thriller
256,260,Star Wars: Episode IV - A New Hope (1977),Action|Adventure|Fantasy|Sci-Fi
257,261,Little Women (1994),Drama
258,262,"Little Princess, A (1995)",Children's|Drama
259,263,Ladybird Ladybird (1994),Drama
260,264,"Enfer, L' (1994)",Drama
261,265,Like Water for Chocolate (Como agua para chocolate) (1992),Drama|Romance
262,266,Legends of the Fall (1994),Drama|Romance|War|Western
263,267,Major Payne (1994),Comedy
264,268,Little Odessa (1994),Drama
265,269,My Crazy Life (Mi vida loca) (1993),Drama
266,270,Love Affair (1994),Drama|Romance
267,271,Losing Isaiah (1995),Drama
268,272,"Madness of King George, The (1994)",Drama
269,273,Mary Shelley's Frankenstein (1994),Drama|Horror
270,274,Man of the House (1995),Comedy
271,275,Mixed Nuts (1994),Comedy
272,276,Milk Money (1994),Comedy|Romance
273,277,Miracle on 34th Street (1994),Drama
274,278,Miami Rhapsody (1995),Comedy
275,279,My Family (1995),Drama
276,280,Murder in the First (1995),Drama|Thriller
277,281,Nobody's Fool (1994),Drama
278,282,Nell (1994),Drama
279,283,New Jersey Drive (1995),Crime|Drama
280,284,New York Cop (1996),Action|Crime
281,285,Beyond Bedlam (1993),Drama|Horror
282,286,Nemesis 2: Nebula (1995),Action|Sci-Fi|Thriller
283,287,Nina Takes a Lover (1994),Comedy|Romance
284,288,Natural Born Killers (1994),Action|Thriller
285,289,Only You (1994),Comedy|Romance
286,290,Once Were Warriors (1994),Crime|Drama
287,291,Poison Ivy II (1995),Thriller
288,292,Outbreak (1995),Action|Drama|Thriller
289,293,"Professional, The (a.k.a. Leon: The Professional) (1994)",Crime|Drama|Romance|Thriller
290,294,"Perez Family, The (1995)",Comedy|Romance
291,295,"Pyromaniac's Love Story, A (1995)",Comedy|Romance
292,296,Pulp Fiction (1994),Crime|Drama
293,297,Panther (1995),Drama
294,298,Pushing Hands (1992),Comedy
295,299,Priest (1994),Drama
296,300,Quiz Show (1994),Drama
297,301,Picture Bride (1995),Drama|Romance
298,302,Queen Margot (La Reine Margot) (1994),Drama|Romance
299,303,"Quick and the Dead, The (1995)",Action|Adventure|Western
300,304,Roommates (1995),Comedy|Drama
301,305,Ready to Wear (Pret-A-Porter) (1994),Comedy
302,306,Three Colors: Red (1994),Drama
303,307,Three Colors: Blue (1993),Drama
304,308,Three Colors: White (1994),Drama
305,309,"Red Firecracker, Green Firecracker (1994)",Drama
306,310,Rent-a-Kid (1995),Comedy
307,311,Relative Fear (1994),Horror|Thriller
308,312,Stuart Saves His Family (1995),Comedy
309,313,"Swan Princess, The (1994)",Animation|Children's
310,314,"Secret of Roan Inish, The (1994)",Drama
311,315,"Specialist, The (1994)",Action
312,316,Stargate (1994),Action|Adventure|Sci-Fi
313,317,"Santa Clause, The (1994)",Children's|Comedy|Fantasy
314,318,"Shawshank Redemption, The (1994)",Drama
315,319,Shallow Grave (1994),Thriller
316,320,Suture (1993),Film-Noir|Thriller
317,321,Strawberry and Chocolate (Fresa y chocolate) (1993),Drama
318,322,Swimming with Sharks (1995),Comedy|Drama
319,324,"Sum of Us, The (1994)",Comedy
320,325,National Lampoon's Senior Trip (1995),Comedy
321,326,To Live (Huozhe) (1994),Drama
322,327,Tank Girl (1995),Action|Comedy|Musical|Sci-Fi
323,328,Tales From the Crypt Presents: Demon Knight (1995),Horror
324,329,Star Trek: Generations (1994),Action|Adventure|Sci-Fi
325,330,Tales from the Hood (1995),Comedy|Horror
326,331,Tom & Viv (1994),Drama
327,332,Village of the Damned (1995),Horror|Sci-Fi
328,333,Tommy Boy (1995),Comedy
329,334,Vanya on 42nd Street (1994),Drama
330,335,"Underneath, The (1995)",Mystery|Thriller
331,336,"Walking Dead, The (1995)",Drama|War
332,337,What's Eating Gilbert Grape (1993),Drama
333,338,Virtuosity (1995),Sci-Fi|Thriller
334,339,While You Were Sleeping (1995),Comedy|Romance
335,340,"War, The (1994)",Adventure|Drama
336,341,Double Happiness (1994),Drama
337,342,Muriel's Wedding (1994),Comedy|Romance
338,343,"Baby-Sitters Club, The (1995)",Children's
339,344,Ace Ventura: Pet Detective (1994),Comedy
340,345,"Adventures of Priscilla, Queen of the Desert, The (1994)",Comedy|Drama
341,346,Backbeat (1993),Drama|Musical
342,347,Bitter Moon (1992),Drama
343,348,Bullets Over Broadway (1994),Comedy
344,349,Clear and Present Danger (1994),Action|Adventure|Thriller
345,350,"Client, The (1994)",Drama|Mystery|Thriller
346,351,"Corrina, Corrina (1994)",Comedy|Drama|Romance
347,352,Crooklyn (1994),Comedy
348,353,"Crow, The (1994)",Action|Romance|Thriller
349,354,Cobb (1994),Drama
350,355,"Flintstones, The (1994)",Children's|Comedy
351,356,Forrest Gump (1994),Comedy|Romance|War
352,357,Four Weddings and a Funeral (1994),Comedy|Romance
353,358,Higher Learning (1995),Drama
354,359,I Like It Like That (1994),Comedy|Drama|Romance
355,360,I Love Trouble (1994),Action|Comedy
356,361,It Could Happen to You (1994),Drama|Romance
357,362,"Jungle Book, The (1994)",Adventure|Children's|Romance
358,363,"Wonderful, Horrible Life of Leni Riefenstahl, The (Die Macht der Bilder) (1993)",Documentary
359,364,"Lion King, The (1994)",Animation|Children's|Musical
360,365,Little Buddha (1993),Drama
361,366,Wes Craven's New Nightmare (1994),Horror
362,367,"Mask, The (1994)",Comedy|Crime|Fantasy
363,368,Maverick (1994),Action|Comedy|Western
364,369,Mrs. Parker and the Vicious Circle (1994),Drama
365,370,Naked Gun 33 1/3: The Final Insult (1994),Comedy
366,371,"Paper, The (1994)",Comedy|Drama
367,372,Reality Bites (1994),Comedy|Drama
368,373,Red Rock West (1992),Thriller
369,374,Richie Rich (1994),Children's|Comedy
370,375,Safe Passage (1994),Drama
371,376,"River Wild, The (1994)",Action|Thriller
372,377,Speed (1994),Action|Romance|Thriller
373,378,Speechless (1994),Comedy|Romance
374,379,Timecop (1994),Action|Sci-Fi
375,380,True Lies (1994),Action|Adventure|Comedy|Romance
376,381,When a Man Loves a Woman (1994),Drama
377,382,Wolf (1994),Drama|Horror
378,383,Wyatt Earp (1994),Western
379,384,Bad Company (1995),Action
380,385,"Man of No Importance, A (1994)",Drama
381,386,S.F.W. (1994),Drama
382,387,"Low Down Dirty Shame, A (1994)",Action|Comedy
383,388,Boys Life (1995),Drama
384,389,"Colonel Chabert, Le (1994)",Drama|Romance|War
385,390,Faster Pussycat! Kill! Kill! (1965),Action|Comedy|Drama
386,391,Jason's Lyric (1994),Crime|Drama
387,392,"Secret Adventures of Tom Thumb, The (1993)",Adventure|Children's
388,393,Street Fighter (1994),Action
389,394,Coldblooded (1995),Action
390,395,Desert Winds (1995),Drama
391,396,Fall Time (1995),Drama
392,397,"Fear, The (1995)",Horror
393,398,Frank and Ollie (1995),Documentary
394,399,Girl in the Cadillac (1995),Drama
395,400,Homage (1995),Drama
396,401,Mirage (1995),Action|Thriller
397,402,Open Season (1996),Comedy
398,403,Two Crimes (1995),Comedy|Crime|Drama
399,404,Brother Minister: The Assassination of Malcolm X (1994),Documentary
400,405,Highlander III: The Sorcerer (1994),Action|Sci-Fi
401,406,Federal Hill (1994),Drama
402,407,In the Mouth of Madness (1995),Horror|Thriller
403,408,8 Seconds (1994),Drama
404,409,Above the Rim (1994),Drama
405,410,Addams Family Values (1993),Comedy
406,411,You So Crazy (1994),Comedy
407,412,"Age of Innocence, The (1993)",Drama
408,413,Airheads (1994),Comedy
409,414,"Air Up There, The (1994)",Comedy
410,415,Another Stakeout (1993),Comedy|Thriller
411,416,Bad Girls (1994),Western
412,417,Barcelona (1994),Comedy|Romance
413,418,Being Human (1993),Drama
414,419,"Beverly Hillbillies, The (1993)",Comedy
415,420,Beverly Hills Cop III (1994),Action|Comedy
416,421,Black Beauty (1994),Adventure|Children's
417,422,Blink (1994),Thriller
418,423,Blown Away (1994),Action|Thriller
419,424,Blue Chips (1994),Drama
420,425,Blue Sky (1994),Drama|Romance
421,426,Body Snatchers (1993),Horror|Sci-Fi|Thriller
422,427,Boxing Helena (1993),Mystery|Romance|Thriller
423,428,"Bronx Tale, A (1993)",Drama
424,429,Cabin Boy (1994),Comedy
425,430,Calendar Girl (1993),Drama
426,431,Carlito's Way (1993),Crime|Drama
427,432,City Slickers II: The Legend of Curly's Gold (1994),Comedy|Western
428,433,Clean Slate (1994),Comedy
429,434,Cliffhanger (1993),Action|Adventure|Crime
430,435,Coneheads (1993),Comedy|Sci-Fi
431,436,Color of Night (1994),Drama|Thriller
432,437,Cops and Robbersons (1994),Comedy
433,438,"Cowboy Way, The (1994)",Action|Comedy
434,439,Dangerous Game (1993),Drama
435,440,Dave (1993),Comedy|Romance
436,441,Dazed and Confused (1993),Comedy
437,442,Demolition Man (1993),Action|Sci-Fi
438,443,"Endless Summer 2, The (1994)",Documentary
439,444,Even Cowgirls Get the Blues (1993),Comedy|Romance
440,445,Fatal Instinct (1993),Comedy
441,446,Farewell My Concubine (1993),Drama|Romance
442,447,"Favor, The (1994)",Comedy|Romance
443,448,Fearless (1993),Drama
444,449,Fear of a Black Hat (1993),Comedy
445,450,With Honors (1994),Comedy|Drama
446,451,Flesh and Bone (1993),Drama|Mystery|Romance
447,452,Widows' Peak (1994),Drama
448,453,For Love or Money (1993),Comedy
449,454,"Firm, The (1993)",Drama|Thriller
450,455,Free Willy (1993),Adventure|Children's|Drama
451,456,Fresh (1994),Drama
452,457,"Fugitive, The (1993)",Action|Thriller
453,458,Geronimo: An American Legend (1993),Drama|Western
454,459,"Getaway, The (1994)",Action
455,460,Getting Even with Dad (1994),Comedy
456,461,Go Fish (1994),Drama|Romance
457,462,"Good Man in Africa, A (1994)",Action|Adventure
458,463,Guilty as Sin (1993),Crime|Drama|Thriller
459,464,Hard Target (1993),Action|Adventure|Crime|Thriller
460,465,Heaven & Earth (1993),Action|Drama|War
461,466,Hot Shots! Part Deux (1993),Action|Comedy|War
462,467,Live Nude Girls (1995),Comedy
463,468,"Englishman Who Went Up a Hill, But Came Down a Mountain, The (1995)",Comedy|Romance
464,469,"House of the Spirits, The (1993)",Drama|Romance
465,470,House Party 3 (1994),Comedy
466,471,"Hudsucker Proxy, The (1994)",Comedy|Romance
467,472,I'll Do Anything (1994),Comedy|Drama
468,473,In the Army Now (1994),Comedy|War
469,474,In the Line of Fire (1993),Action|Thriller
470,475,In the Name of the Father (1993),Drama
471,476,"Inkwell, The (1994)",Comedy|Drama
472,477,What's Love Got to Do with It? (1993),Drama
473,478,Jimmy Hollywood (1994),Comedy
474,479,Judgment Night (1993),Action
475,480,Jurassic Park (1993),Action|Adventure|Sci-Fi
476,481,Kalifornia (1993),Drama|Thriller
477,482,Killing Zoe (1994),Thriller
478,483,King of the Hill (1993),Drama
479,484,Lassie (1994),Adventure|Children's
480,485,Last Action Hero (1993),Action|Comedy
481,486,Life with Mikey (1993),Comedy
482,487,Lightning Jack (1994),Comedy|Western
483,488,M. Butterfly (1993),Drama
484,489,Made in America (1993),Comedy
485,490,Malice (1993),Thriller
486,491,"Man Without a Face, The (1993)",Drama
487,492,Manhattan Murder Mystery (1993),Comedy|Mystery
488,493,Menace II Society (1993),Action|Crime|Drama
489,494,Executive Decision (1996),Action|Thriller
490,495,In the Realm of the Senses (Ai no corrida) (1976),Drama
491,496,What Happened Was... (1994),Comedy|Drama|Romance
492,497,Much Ado About Nothing (1993),Comedy|Romance
493,498,Mr. Jones (1993),Drama|Romance
494,499,Mr. Wonderful (1993),Comedy|Romance
495,500,Mrs. Doubtfire (1993),Comedy
496,501,Naked (1993),Drama
497,502,"Next Karate Kid, The (1994)",Action|Children's
498,503,"New Age, The (1994)",Drama
499,504,No Escape (1994),Action|Sci-Fi
500,505,North (1994),Comedy
501,506,Orlando (1993),Drama
502,507,"Perfect World, A (1993)",Action|Drama
503,508,Philadelphia (1993),Drama
504,509,"Piano, The (1993)",Drama|Romance
505,510,Poetic Justice (1993),Drama
506,511,"Program, The (1993)",Action|Drama
507,512,Robert A. Heinlein's The Puppet Masters (1994),Horror|Sci-Fi
508,513,Radioland Murders (1994),Comedy|Mystery|Romance
509,514,"Ref, The (1994)",Comedy
510,515,"Remains of the Day, The (1993)",Drama
511,516,Renaissance Man (1994),Comedy|Drama|War
512,517,Rising Sun (1993),Action|Drama|Mystery
513,518,"Road to Wellville, The (1994)",Comedy
514,519,Robocop 3 (1993),Sci-Fi|Thriller
515,520,Robin Hood: Men in Tights (1993),Comedy
516,521,Romeo Is Bleeding (1993),Crime|Thriller
517,522,Romper Stomper (1992),Action|Drama
518,523,Ruby in Paradise (1993),Drama
519,524,Rudy (1993),Drama
520,525,"Saint of Fort Washington, The (1993)",Drama
521,526,"Savage Nights (Nuits fauves, Les) (1992)",Drama
522,527,Schindler's List (1993),Drama|War
523,528,"Scout, The (1994)",Drama
524,529,Searching for Bobby Fischer (1993),Drama
525,530,Second Best (1994),Drama
526,531,"Secret Garden, The (1993)",Children's|Drama
527,532,Serial Mom (1994),Comedy|Crime|Horror
528,533,"Shadow, The (1994)",Action
529,534,Shadowlands (1993),Drama|Romance
530,535,Short Cuts (1993),Drama
531,536,"Simple Twist of Fate, A (1994)",Drama
532,537,Sirens (1994),Comedy|Drama
533,538,Six Degrees of Separation (1993),Drama
534,539,Sleepless in Seattle (1993),Comedy|Romance
535,540,Sliver (1993),Thriller
536,541,Blade Runner (1982),Film-Noir|Sci-Fi
537,542,Son in Law (1993),Comedy
538,543,So I Married an Axe Murderer (1993),Comedy|Romance|Thriller
539,544,Striking Distance (1993),Action
540,545,Harlem (1993),Drama
541,546,Super Mario Bros. (1993),Action|Adventure|Children's|Sci-Fi
542,547,Surviving the Game (1994),Action|Adventure|Thriller
543,548,Terminal Velocity (1994),Action
544,549,Thirty-Two Short Films About Glenn Gould (1993),Documentary
545,550,Threesome (1994),Comedy|Romance
546,551,"Nightmare Before Christmas, The (1993)",Children's|Comedy|Musical
547,552,"Three Musketeers, The (1993)",Action|Adventure|Comedy
548,553,Tombstone (1993),Western
549,554,Trial by Jury (1994),Thriller
550,555,True Romance (1993),Action|Crime|Romance
551,556,"War Room, The (1993)",Documentary
552,557,Mamma Roma (1962),Drama
553,558,"Pagemaster, The (1994)",Action|Adventure|Animation|Children's|Fantasy
554,559,"Paris, France (1993)",Comedy
555,560,"Beans of Egypt, Maine, The (1994)",Drama
556,561,Killer (Bulletproof Heart) (1994),Thriller
557,562,Welcome to the Dollhouse (1995),Comedy|Drama
558,563,Germinal (1993),Drama
559,564,Chasers (1994),Comedy
560,565,Cronos (1992),Horror
561,566,Naked in New York (1994),Comedy|Romance
562,567,Kika (1993),Drama
563,568,Bhaji on the Beach (1993),Comedy|Drama
564,569,Little Big League (1994),Children's|Comedy
565,570,"Slingshot, The (K�disbellan ) (1993)",Comedy|Drama
566,571,"Wedding Gift, The (1994)",Drama
567,572,Foreign Student (1994),Drama
568,573,"Ciao, Professore! (Io speriamo che me la cavo ) (1993)",Drama
569,574,Spanking the Monkey (1994),Comedy|Drama
570,575,"Little Rascals, The (1994)",Children's|Comedy
571,576,Fausto (1993),Comedy
572,577,Andre (1994),Adventure|Children's
573,578,"Hour of the Pig, The (1993)",Drama|Mystery
574,579,"Scorta, La (1993)",Thriller
575,580,Princess Caraboo (1994),Drama
576,581,"Celluloid Closet, The (1995)",Documentary
577,582,Metisse (Caf� au Lait) (1993),Comedy
578,583,Dear Diary (Caro Diario) (1994),Comedy|Drama
579,584,I Don't Want to Talk About It (De eso no se habla) (1993),Drama
580,585,"Brady Bunch Movie, The (1995)",Comedy
581,586,Home Alone (1990),Children's|Comedy
